species_superorder,isGaleomorphi,marine_province,date,year
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Eastern India coast,2009,
Galeomorphii,1,Eastern India coast,2009,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,Western Australian and Indonesian coast,2001-2006,
Galeomorphii,1,North Pacific Tropical gyre,1968-1971,
Galeomorphii,1,North Pacific Tropical gyre,1968-1971,
Galeomorphii,1,North Pacific Tropical gyre,1968-1971,
Galeomorphii,1,North Pacific Tropical gyre,1968-1971,
Galeomorphii,1,North Pacific Tropical gyre,1951,
Galeomorphii,1,North Pacific Tropical gyre,1951,
Galeomorphii,1,North Pacific Tropical gyre,1951,
Galeomorphii,1,California current,2015,
Galeomorphii,1,California current,2015,
Galeomorphii,1,North Pacific Tropical gyre,2000-2008,
Galeomorphii,1,North Pacific Tropical gyre,2000-2008,
Galeomorphii,1,North Pacific Tropical gyre,1982,
Galeomorphii,1,North Pacific Tropical gyre,1982,
Galeomorphii,1,California current,2001-2003,
Galeomorphii,1,California current,2001-2003,
Galeomorphii,1,California current,2001-2003,
Galeomorphii,1,California current,2001-2003,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,North Pacific Tropical gyre,1967-1969,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,1937,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,2003-2008(?),
Galeomorphii,1,Sunda-Arafura shelves,2003-2008(?),
Galeomorphii,1,Sunda-Arafura shelves,2003-2008(?),
Galeomorphii,1,Sunda-Arafura shelves,2003-2008(?),
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Sunda-Arafura shelves,,
Galeomorphii,1,Guianas coast,2015,
Galeomorphii,1,Guianas coast,2015,
Galeomorphii,1,Mediterranean Sea,1878,
Galeomorphii,1,Mediterranean Sea,1878,
Galeomorphii,1,Mediterranean Sea,2004,
Galeomorphii,1,Sunda-Arafura shelves,2012,
Galeomorphii,1,Sunda-Arafura shelves,2012,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
Galeomorphii,1,East Australian coast,2007-2013,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1985,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,Caribbean,1979-1986,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,East Australian coast,1986-1990,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Western Australian and Indonesian coast,1994-1996,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Northwest Atlantic shelves,1963-1993,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,Caribbean,1981-1985,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,China Sea,2002-2003,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,Northwest Atlantic shelves,2000,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,China Sea,2000-2002,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Northwest Atlantic shelves,1966-2010,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
